BmGene	BmChr	BmGeneStart	Bmsbid	PnGene	PnChr	PnGeneStart	sbid
BGIBMGA002808	Bmori_chr_5	12223249	134	PIENAPG00000011737	Pnapi_chr_2	8259190	50
BGIBMGA002809	Bmori_chr_5	12235755	134	PIENAPG00000000839	Pnapi_chr_2	8252699	50
BGIBMGA002810	Bmori_chr_5	12242918	134	PIENAPG00000013027	Pnapi_chr_2	8248278	50
BGIBMGA002811	Bmori_chr_5	12255940	134	PIENAPG00000004041	Pnapi_chr_2	8222767	50
BGIBMGA002812	Bmori_chr_5	12271779	134	PIENAPG00000001809	Pnapi_chr_2	8219599	50
BGIBMGA002813	Bmori_chr_5	12325112	134	PIENAPG00000008367	Pnapi_chr_2	8201997	50
BGIBMGA002815	Bmori_chr_5	12336859	134	PIENAPG00000004977	Pnapi_chr_2	8186286	50
BGIBMGA002816	Bmori_chr_5	12353439	134	PIENAPG00000000078	Pnapi_chr_2	8185223	50
BGIBMGA002817	Bmori_chr_5	12360054	134	PIENAPG00000004424	Pnapi_chr_2	8176894	50
BGIBMGA002818	Bmori_chr_5	12376310	134	PIENAPG00000009928	Pnapi_chr_2	8055816	50
BGIBMGA002819	Bmori_chr_5	12383933	134	PIENAPG00000009911	Pnapi_chr_2	8173167	50
BGIBMGA002820	Bmori_chr_5	12388200	134	PIENAPG00000002148	Pnapi_chr_2	8170101	50
BGIBMGA002821	Bmori_chr_5	12389302	134	PIENAPG00000009777	Pnapi_chr_2	8154865	50
BGIBMGA002825	Bmori_chr_5	12584592	134	PIENAPG00000012249	Pnapi_chr_2	8042382	50
BGIBMGA002826	Bmori_chr_5	12600127	134	PIENAPG00000007060	Pnapi_chr_2	8039797	50
BGIBMGA002833	Bmori_chr_5	12708609	134	PIENAPG00000000003	Pnapi_chr_2	7995854	50
BGIBMGA002836	Bmori_chr_5	12864656	134	PIENAPG00000012287	Pnapi_chr_2	7897141	50
BGIBMGA002837	Bmori_chr_5	12907460	134	PIENAPG00000010713	Pnapi_chr_2	7887520	50
BGIBMGA002838	Bmori_chr_5	13101521	134	PIENAPG00000009524	Pnapi_chr_2	7808722	50
BGIBMGA002839	Bmori_chr_5	13246149	134	PIENAPG00000000444	Pnapi_chr_2	7747052	50
BGIBMGA002841	Bmori_chr_5	13352937	134	PIENAPG00000010956	Pnapi_chr_2	7683011	50
BGIBMGA002844	Bmori_chr_5	13420183	134	PIENAPG00000005076	Pnapi_chr_2	7614047	50
BGIBMGA002845	Bmori_chr_5	13433444	134	PIENAPG00000000803	Pnapi_chr_2	7603552	50
BGIBMGA002846	Bmori_chr_5	13446966	134	PIENAPG00000012809	Pnapi_chr_2	7589619	50
BGIBMGA002847	Bmori_chr_5	13457241	134	PIENAPG00000006789	Pnapi_chr_2	7581585	50
BGIBMGA002848	Bmori_chr_5	13462345	134	PIENAPG00000010642	Pnapi_chr_2	7579113	50
BGIBMGA002854	Bmori_chr_5	13534014	134	PIENAPG00000010794	Pnapi_chr_2	7539476	50
BGIBMGA002855	Bmori_chr_5	13554288	134	PIENAPG00000011904	Pnapi_chr_2	7534827	50
BGIBMGA002856	Bmori_chr_5	13566604	134	PIENAPG00000009054	Pnapi_chr_2	7510198	50
BGIBMGA002857	Bmori_chr_5	13569381	134	PIENAPG00000005252	Pnapi_chr_2	7500390	50
BGIBMGA002858	Bmori_chr_5	13604507	134	PIENAPG00000005695	Pnapi_chr_2	7477823	50
BGIBMGA002859	Bmori_chr_5	13650484	134	PIENAPG00000010142	Pnapi_chr_2	7416430	50
BGIBMGA002860	Bmori_chr_5	13658082	134	PIENAPG00000013021	Pnapi_chr_2	7408947	50
BGIBMGA002863	Bmori_chr_5	13717262	134	PIENAPG00000010151	Pnapi_chr_2	7367694	50
BGIBMGA002866	Bmori_chr_5	13751604	134	PIENAPG00000000928	Pnapi_chr_2	7329069	50
BGIBMGA002867	Bmori_chr_5	13780761	134	PIENAPG00000007021	Pnapi_chr_2	7332023	50
BGIBMGA002869	Bmori_chr_5	13788041	134	PIENAPG00000007695	Pnapi_chr_2	7318862	50
BGIBMGA002870	Bmori_chr_5	13852219	134	PIENAPG00000001709	Pnapi_chr_2	7288577	50
BGIBMGA002872	Bmori_chr_5	13864820	134	PIENAPG00000004168	Pnapi_chr_2	7282887	50
BGIBMGA002874	Bmori_chr_5	13871861	134	PIENAPG00000004438	Pnapi_chr_2	7271615	50
BGIBMGA002875	Bmori_chr_5	13897215	134	PIENAPG00000006369	Pnapi_chr_2	7265190	50
BGIBMGA002876	Bmori_chr_5	13905187	134	PIENAPG00000008287	Pnapi_chr_2	7260832	50
BGIBMGA002877	Bmori_chr_5	13911066	134	PIENAPG00000008784	Pnapi_chr_2	7259869	50
BGIBMGA002878	Bmori_chr_5	13915545	134	PIENAPG00000006308	Pnapi_chr_2	7249505	50
BGIBMGA002880	Bmori_chr_5	13922407	134	PIENAPG00000008909	Pnapi_chr_2	7245474	50
BGIBMGA002881	Bmori_chr_5	13956324	134	PIENAPG00000000464	Pnapi_chr_2	7225493	50
BGIBMGA002885	Bmori_chr_5	13999097	134	PIENAPG00000008839	Pnapi_chr_2	7203364	50
BGIBMGA002886	Bmori_chr_5	14012558	134	PIENAPG00000001109	Pnapi_chr_2	7200265	50
BGIBMGA002887	Bmori_chr_5	14017564	134	PIENAPG00000003904	Pnapi_chr_2	7195524	50
BGIBMGA002889	Bmori_chr_5	14033204	134	PIENAPG00000006365	Pnapi_chr_2	7184906	50
BGIBMGA002890	Bmori_chr_5	14045739	134	PIENAPG00000013163	Pnapi_chr_2	7175304	50
BGIBMGA002892	Bmori_chr_5	14062156	134	PIENAPG00000001775	Pnapi_chr_2	7172691	50
BGIBMGA002893	Bmori_chr_5	14064491	134	PIENAPG00000003888	Pnapi_chr_2	7167609	50
BGIBMGA002900	Bmori_chr_5	14229896	134	PIENAPG00000012780	Pnapi_chr_2	7029466	50
BGIBMGA002902	Bmori_chr_5	14253069	134	PIENAPG00000000018	Pnapi_chr_2	7011069	50
BGIBMGA002903	Bmori_chr_5	14357857	134	PIENAPG00000000299	Pnapi_chr_2	6945154	50
BGIBMGA002904	Bmori_chr_5	14371907	134	PIENAPG00000000337	Pnapi_chr_2	6938899	50
BGIBMGA002905	Bmori_chr_5	14382088	134	PIENAPG00000007363	Pnapi_chr_2	6936805	50
BGIBMGA002906	Bmori_chr_5	14388432	134	PIENAPG00000005675	Pnapi_chr_2	6932106	50
BGIBMGA002910	Bmori_chr_5	14514769	134	PIENAPG00000001337	Pnapi_chr_2	6862847	50
BGIBMGA002911	Bmori_chr_5	14561088	134	PIENAPG00000001266	Pnapi_chr_2	6850376	50
BGIBMGA002914	Bmori_chr_5	14609546	134	PIENAPG00000000113	Pnapi_chr_2	6813554	50
BGIBMGA002915	Bmori_chr_5	14641168	134	PIENAPG00000011502	Pnapi_chr_2	6795690	50
BGIBMGA002917	Bmori_chr_5	14709971	134	PIENAPG00000006438	Pnapi_chr_2	6765188	50
BGIBMGA002918	Bmori_chr_5	14728704	134	PIENAPG00000010558	Pnapi_chr_2	6754480	50
BGIBMGA002920	Bmori_chr_5	14737455	134	PIENAPG00000012669	Pnapi_chr_2	6733197	50
BGIBMGA002921	Bmori_chr_5	14751014	134	PIENAPG00000001233	Pnapi_chr_2	6724511	50
BGIBMGA002925	Bmori_chr_5	14843784	134	PIENAPG00000006942	Pnapi_chr_2	6644497	50
BGIBMGA002928	Bmori_chr_5	14850845	134	PIENAPG00000004327	Pnapi_chr_2	6615242	50
BGIBMGA002929	Bmori_chr_5	14932231	134	PIENAPG00000011597	Pnapi_chr_2	6582017	50
BGIBMGA002930	Bmori_chr_5	14942697	134	PIENAPG00000000762	Pnapi_chr_2	6557527	50
BGIBMGA002931	Bmori_chr_5	14957818	134	PIENAPG00000008188	Pnapi_chr_2	6415240	50
BGIBMGA002936	Bmori_chr_5	15158546	134	PIENAPG00000000901	Pnapi_chr_2	6552596	50
BGIBMGA002939	Bmori_chr_5	15192450	134	PIENAPG00000010872	Pnapi_chr_2	6406528	50
BGIBMGA002940	Bmori_chr_5	15194194	134	PIENAPG00000002571	Pnapi_chr_2	6391140	50
BGIBMGA002942	Bmori_chr_5	15309968	134	PIENAPG00000009848	Pnapi_chr_2	6325650	50
BGIBMGA002943	Bmori_chr_5	15317235	134	PIENAPG00000001577	Pnapi_chr_2	6324207	50
BGIBMGA002944	Bmori_chr_5	15320019	134	PIENAPG00000009920	Pnapi_chr_2	6319386	50
BGIBMGA002945	Bmori_chr_5	15331003	134	PIENAPG00000005166	Pnapi_chr_2	6314540	50
BGIBMGA002946	Bmori_chr_5	15336811	134	PIENAPG00000002940	Pnapi_chr_2	6307593	50
BGIBMGA002947	Bmori_chr_5	15350353	134	PIENAPG00000011916	Pnapi_chr_2	6302181	50
BGIBMGA002949	Bmori_chr_5	15361011	134	PIENAPG00000010933	Pnapi_chr_2	6300111	50
BGIBMGA002951	Bmori_chr_5	15371456	134	PIENAPG00000008694	Pnapi_chr_2	6271809	50
BGIBMGA002955	Bmori_chr_5	15498780	134	PIENAPG00000000164	Pnapi_chr_2	6204130	50
BGIBMGA002956	Bmori_chr_5	15503943	134	PIENAPG00000001748	Pnapi_chr_2	6187296	50
BGIBMGA002957	Bmori_chr_5	15532063	134	PIENAPG00000002178	Pnapi_chr_2	6166794	50
BGIBMGA002959	Bmori_chr_5	15599118	134	PIENAPG00000007210	Pnapi_chr_2	6118005	50
BGIBMGA002961	Bmori_chr_5	15633055	134	PIENAPG00000000061	Pnapi_chr_2	6085563	50
BGIBMGA002962	Bmori_chr_5	15655155	134	PIENAPG00000005796	Pnapi_chr_2	6077023	50
BGIBMGA002964	Bmori_chr_5	15685744	134	PIENAPG00000006022	Pnapi_chr_2	6059416	50
BGIBMGA002965	Bmori_chr_5	15692797	134	PIENAPG00000004747	Pnapi_chr_2	6056175	50
BGIBMGA002966	Bmori_chr_5	15696498	134	PIENAPG00000001656	Pnapi_chr_2	6009518	50
BGIBMGA002967	Bmori_chr_5	15708238	134	PIENAPG00000005617	Pnapi_chr_2	6018394	50
BGIBMGA002969	Bmori_chr_5	15735072	134	PIENAPG00000008964	Pnapi_chr_2	5998893	50
BGIBMGA002971	Bmori_chr_5	15756210	134	PIENAPG00000001994	Pnapi_chr_2	5985246	50
BGIBMGA002974	Bmori_chr_5	15770314	134	PIENAPG00000000103	Pnapi_chr_2	5971418	50
BGIBMGA002975	Bmori_chr_5	15793746	134	PIENAPG00000002718	Pnapi_chr_2	5962047	50
BGIBMGA002977	Bmori_chr_5	15812986	134	PIENAPG00000011741	Pnapi_chr_2	5954237	50
BGIBMGA002979	Bmori_chr_5	15825402	134	PIENAPG00000010999	Pnapi_chr_2	5951742	50
BGIBMGA002980	Bmori_chr_5	15826522	134	PIENAPG00000011071	Pnapi_chr_2	5949571	50
BGIBMGA002981	Bmori_chr_5	15828563	134	PIENAPG00000012507	Pnapi_chr_2	5946699	50
BGIBMGA002982	Bmori_chr_5	15834643	134	PIENAPG00000007422	Pnapi_chr_2	5937196	50
BGIBMGA002983	Bmori_chr_5	15848036	134	PIENAPG00000005094	Pnapi_chr_2	5931912	50
BGIBMGA002988	Bmori_chr_5	15878167	134	PIENAPG00000003437	Pnapi_chr_2	5915950	50
BGIBMGA002990	Bmori_chr_5	15997857	134	PIENAPG00000001092	Pnapi_chr_2	5861502	50
BGIBMGA002995	Bmori_chr_5	16080952	134	PIENAPG00000008982	Pnapi_chr_2	5828252	50
BGIBMGA002996	Bmori_chr_5	16110168	134	PIENAPG00000010267	Pnapi_chr_2	5810619	50
BGIBMGA002997	Bmori_chr_5	16148321	134	PIENAPG00000012302	Pnapi_chr_2	5805285	50
BGIBMGA003001	Bmori_chr_5	16301360	134	PIENAPG00000008220	Pnapi_chr_2	5745639	50
BGIBMGA003003	Bmori_chr_5	16359484	134	PIENAPG00000002667	Pnapi_chr_2	5726826	50
BGIBMGA003005	Bmori_chr_5	16426934	134	PIENAPG00000005674	Pnapi_chr_2	5690210	50
BGIBMGA003007	Bmori_chr_5	16440660	134	PIENAPG00000005206	Pnapi_chr_2	5661457	50
BGIBMGA003009	Bmori_chr_5	16468673	134	PIENAPG00000009306	Pnapi_chr_2	5647889	50
BGIBMGA003015	Bmori_chr_5	16718852	135	PIENAPG00000000173	Pnapi_chr_15	3465241	28
BGIBMGA003017	Bmori_chr_5	16862135	135	PIENAPG00000011195	Pnapi_chr_15	3601486	28
BGIBMGA003018	Bmori_chr_5	16871015	135	PIENAPG00000007466	Pnapi_chr_15	3669917	28
BGIBMGA003019	Bmori_chr_5	16896955	135	PIENAPG00000000395	Pnapi_chr_15	3684835	28
BGIBMGA003021	Bmori_chr_5	16918713	135	PIENAPG00000002586	Pnapi_chr_15	3703268	28
BGIBMGA003022	Bmori_chr_5	16922411	135	PIENAPG00000007166	Pnapi_chr_15	3715096	28
BGIBMGA003023	Bmori_chr_5	16943810	135	PIENAPG00000009973	Pnapi_chr_15	3727375	28
BGIBMGA003027	Bmori_chr_5	17029303	135	PIENAPG00000002132	Pnapi_chr_15	3795897	28
BGIBMGA003028	Bmori_chr_5	17041412	135	PIENAPG00000004446	Pnapi_chr_15	3806438	28
BGIBMGA003029	Bmori_chr_5	17045816	135	PIENAPG00000002199	Pnapi_chr_15	7581719	30
BGIBMGA003030	Bmori_chr_5	17085922	135	PIENAPG00000011514	Pnapi_chr_15	7520036	30
BGIBMGA003031	Bmori_chr_5	17098743	135	PIENAPG00000006232	Pnapi_chr_15	7517109	30
BGIBMGA003032	Bmori_chr_5	17105812	135	PIENAPG00000003155	Pnapi_chr_15	7510239	30
BGIBMGA003033	Bmori_chr_5	17109663	135	PIENAPG00000011508	Pnapi_chr_15	7502142	30
BGIBMGA003034	Bmori_chr_5	17129419	135	PIENAPG00000009668	Pnapi_chr_15	7493338	30
BGIBMGA003035	Bmori_chr_5	17131011	135	PIENAPG00000013110	Pnapi_chr_15	7491330	30
BGIBMGA003037	Bmori_chr_5	17264262	135	PIENAPG00000011594	Pnapi_chr_15	7245877	30
BGIBMGA003041	Bmori_chr_5	17279668	135	PIENAPG00000009428	Pnapi_chr_15	7323274	30
BGIBMGA003045	Bmori_chr_5	17463151	135	PIENAPG00000001506	Pnapi_chr_15	7156002	30
BGIBMGA003047	Bmori_chr_5	17492378	135	PIENAPG00000004207	Pnapi_chr_15	7125398	30
BGIBMGA003049	Bmori_chr_5	17576329	135	PIENAPG00000002181	Pnapi_chr_15	7058769	30
BGIBMGA003050	Bmori_chr_5	17668349	135	PIENAPG00000013512	Pnapi_chr_15	7056144	30
BGIBMGA003067	Bmori_chr_5	18682006	135	PIENAPG00000008466	Pnapi_chr_15	5134342	30
BGIBMGA003068	Bmori_chr_5	18723064	135	PIENAPG00000012739	Pnapi_chr_15	5171418	30
BGIBMGA003072	Bmori_chr_5	18988538	135	PIENAPG00000012545	Pnapi_chr_15	5355810	30
BGIBMGA003077	Bmori_chr_5	19026895	135	PIENAPG00000011410	Pnapi_chr_15	6555540	30
BGIBMGA003093	Bmori_chr_5	19673757	135	PIENAPG00000003312	Pnapi_chr_15	6936121	30
BGIBMGA003094	Bmori_chr_5	19683676	135	PIENAPG00000008232	Pnapi_chr_15	6905779	30
BGIBMGA003095	Bmori_chr_5	19698651	135	PIENAPG00000004746	Pnapi_chr_15	6880077	30
BGIBMGA003098	Bmori_chr_5	19734809	135	PIENAPG00000007426	Pnapi_chr_15	6873577	30
BGIBMGA003099	Bmori_chr_5	19742825	135	PIENAPG00000002779	Pnapi_chr_15	6865799	30
BGIBMGA003101	Bmori_chr_5	19772063	135	PIENAPG00000010020	Pnapi_chr_15	6846380	30
BGIBMGA003102	Bmori_chr_5	19807429	135	PIENAPG00000004999	Pnapi_chr_15	6826016	30
BGIBMGA003103	Bmori_chr_5	19816087	135	PIENAPG00000001411	Pnapi_chr_15	6821653	30
BGIBMGA003105	Bmori_chr_5	19889896	135	PIENAPG00000012478	Pnapi_chr_15	6778876	30
BGIBMGA003106	Bmori_chr_5	19906600	135	PIENAPG00000004778	Pnapi_chr_15	6770677	30
BGIBMGA003108	Bmori_chr_5	19997743	135	PIENAPG00000000945	Pnapi_chr_15	6699142	30
BGIBMGA003109	Bmori_chr_5	20008305	135	PIENAPG00000012546	Pnapi_chr_15	6683592	30
BGIBMGA003110	Bmori_chr_5	20029720	135	PIENAPG00000002396	Pnapi_chr_15	6629335	30
BGIBMGA003114	Bmori_chr_5	20129675	135	PIENAPG00000008887	Pnapi_chr_15	6564558	30
BGIBMGA003116	Bmori_chr_5	20151546	135	PIENAPG00000005852	Pnapi_chr_15	5380790	30
BGIBMGA003125	Bmori_chr_5	20518309	135	PIENAPG00000009594	Pnapi_chr_15	5692328	30
BGIBMGA003126	Bmori_chr_5	20520935	135	PIENAPG00000007638	Pnapi_chr_15	5693799	30
BGIBMGA003127	Bmori_chr_5	20528955	135	PIENAPG00000001571	Pnapi_chr_15	5699221	30
BGIBMGA003128	Bmori_chr_5	20534280	135	PIENAPG00000000285	Pnapi_chr_15	5704342	30
BGIBMGA003131	Bmori_chr_5	20558963	135	PIENAPG00000004604	Pnapi_chr_15	5718779	30
BGIBMGA003133	Bmori_chr_5	20569331	135	PIENAPG00000012032	Pnapi_chr_15	5721914	30
BGIBMGA003136	Bmori_chr_5	20599966	135	PIENAPG00000008884	Pnapi_chr_15	5784898	30
BGIBMGA003138	Bmori_chr_5	20624652	135	PIENAPG00000004698	Pnapi_chr_15	5799384	30
BGIBMGA003140	Bmori_chr_5	20649836	135	PIENAPG00000004453	Pnapi_chr_15	5822110	30
BGIBMGA003142	Bmori_chr_5	20663165	135	PIENAPG00000012050	Pnapi_chr_15	5823919	30
BGIBMGA003143	Bmori_chr_5	20667667	135	PIENAPG00000010122	Pnapi_chr_15	5869711	30
BGIBMGA003144	Bmori_chr_5	20722472	135	PIENAPG00000007310	Pnapi_chr_15	5888451	30
BGIBMGA003145	Bmori_chr_5	20730906	135	PIENAPG00000010044	Pnapi_chr_15	5894911	30
BGIBMGA003153	Bmori_chr_5	20873115	135	PIENAPG00000005377	Pnapi_chr_15	5991670	30
BGIBMGA003162	Bmori_chr_6	10210	136	PIENAPG00000006757	Pnapi_chr_9	989809	96
BGIBMGA003164	Bmori_chr_6	74689	136	PIENAPG00000006652	Pnapi_chr_9	925917	96
BGIBMGA003167	Bmori_chr_6	124237	136	PIENAPG00000008022	Pnapi_chr_9	890952	96
BGIBMGA003185	Bmori_chr_6	487192	136	PIENAPG00000007448	Pnapi_chr_9	1107899	96
BGIBMGA003187	Bmori_chr_6	519638	136	PIENAPG00000000757	Pnapi_chr_9	1152466	96
BGIBMGA003190	Bmori_chr_6	571189	136	PIENAPG00000011504	Pnapi_chr_9	1187815	96
BGIBMGA003193	Bmori_chr_6	683380	136	PIENAPG00000013467	Pnapi_chr_9	1317820	96
BGIBMGA003195	Bmori_chr_6	733182	136	PIENAPG00000002883	Pnapi_chr_9	1333821	96
BGIBMGA003196	Bmori_chr_6	745677	136	PIENAPG00000005861	Pnapi_chr_9	1340405	96
BGIBMGA003198	Bmori_chr_6	764283	136	PIENAPG00000002922	Pnapi_chr_9	1358096	96
BGIBMGA003199	Bmori_chr_6	785847	136	PIENAPG00000005591	Pnapi_chr_9	1370608	96
BGIBMGA003200	Bmori_chr_6	792366	136	PIENAPG00000002777	Pnapi_chr_9	1374871	96
BGIBMGA003201	Bmori_chr_6	811028	136	PIENAPG00000012555	Pnapi_chr_9	1379962	96
BGIBMGA003203	Bmori_chr_6	824032	136	PIENAPG00000002041	Pnapi_chr_9	1402126	96
BGIBMGA003212	Bmori_chr_6	934185	136	PIENAPG00000005238	Pnapi_chr_9	1438159	96
BGIBMGA003215	Bmori_chr_6	954036	136	PIENAPG00000005196	Pnapi_chr_9	755728	96
BGIBMGA003217	Bmori_chr_6	1474209	136	PIENAPG00000006496	Pnapi_chr_9	704260	96
BGIBMGA003220	Bmori_chr_6	1626062	136	PIENAPG00000001175	Pnapi_chr_9	649358	96
BGIBMGA003221	Bmori_chr_6	1685863	136	PIENAPG00000005481	Pnapi_chr_9	552149	96
BGIBMGA003222	Bmori_chr_6	1731774	136	PIENAPG00000004161	Pnapi_chr_9	525689	96
BGIBMGA003223	Bmori_chr_6	1768505	136	PIENAPG00000009309	Pnapi_chr_9	517334	96
BGIBMGA003224	Bmori_chr_6	1825417	136	PIENAPG00000005237	Pnapi_chr_9	469807	96
BGIBMGA003225	Bmori_chr_6	1852785	136	PIENAPG00000006809	Pnapi_chr_9	447783	96
BGIBMGA003226	Bmori_chr_6	1896740	136	PIENAPG00000012660	Pnapi_chr_9	400527	96
BGIBMGA003230	Bmori_chr_6	2031640	136	PIENAPG00000000081	Pnapi_chr_9	343959	96
BGIBMGA003232	Bmori_chr_6	2059697	136	PIENAPG00000009067	Pnapi_chr_9	328617	96
BGIBMGA003233	Bmori_chr_6	2105701	136	PIENAPG00000012401	Pnapi_chr_9	77793	96
BGIBMGA003235	Bmori_chr_6	2133397	136	PIENAPG00000006778	Pnapi_chr_9	26664	96
BGIBMGA003236	Bmori_chr_6	2142542	136	PIENAPG00000005176	Pnapi_chr_9	97379	96
BGIBMGA003237	Bmori_chr_6	2195618	136	PIENAPG00000008481	Pnapi_chr_9	122069	96
BGIBMGA003238	Bmori_chr_6	2218940	136	PIENAPG00000013370	Pnapi_chr_9	138741	96
BGIBMGA003239	Bmori_chr_6	2234250	136	PIENAPG00000000170	Pnapi_chr_9	134472	96
BGIBMGA003240	Bmori_chr_6	2266837	136	PIENAPG00000013086	Pnapi_chr_9	147827	96
BGIBMGA003242	Bmori_chr_6	2287584	136	PIENAPG00000012678	Pnapi_chr_9	154059	96
BGIBMGA003245	Bmori_chr_6	2305794	136	PIENAPG00000002562	Pnapi_chr_9	165379	96
BGIBMGA003246	Bmori_chr_6	2325764	136	PIENAPG00000012849	Pnapi_chr_9	165353	96
BGIBMGA003247	Bmori_chr_6	2349385	136	PIENAPG00000005925	Pnapi_chr_9	182305	96
BGIBMGA003250	Bmori_chr_6	2445534	136	PIENAPG00000012243	Pnapi_chr_9	213333	96
BGIBMGA003251	Bmori_chr_6	2469426	136	PIENAPG00000010294	Pnapi_chr_9	216219	96
BGIBMGA003252	Bmori_chr_6	2491676	136	PIENAPG00000000139	Pnapi_chr_9	222215	96
BGIBMGA003256	Bmori_chr_6	2578693	136	PIENAPG00000003154	Pnapi_chr_9	252948	96
BGIBMGA003257	Bmori_chr_6	2592489	136	PIENAPG00000008007	Pnapi_chr_9	263401	96
BGIBMGA003258	Bmori_chr_6	2598657	136	PIENAPG00000005275	Pnapi_chr_9	268521	96
BGIBMGA003259	Bmori_chr_6	2605836	136	PIENAPG00000003567	Pnapi_chr_9	272756	96
BGIBMGA003260	Bmori_chr_6	2618992	136	PIENAPG00000013386	Pnapi_chr_9	276024	96
BGIBMGA003261	Bmori_chr_6	2633075	136	PIENAPG00000010211	Pnapi_chr_9	279966	96
BGIBMGA003263	Bmori_chr_6	2643897	136	PIENAPG00000001973	Pnapi_chr_9	285730	96
BGIBMGA003264	Bmori_chr_6	2652432	136	PIENAPG00000011475	Pnapi_chr_9	289889	96
BGIBMGA003266	Bmori_chr_6	2666800	136	PIENAPG00000005561	Pnapi_chr_9	298426	96
BGIBMGA003267	Bmori_chr_6	2667921	136	PIENAPG00000006425	Pnapi_chr_9	301544	96
BGIBMGA003273	Bmori_chr_6	2711011	136	PIENAPG00000002287	Pnapi_chr_9	321197	96
BGIBMGA003274	Bmori_chr_6	2766415	136	PIENAPG00000012154	Pnapi_chr_9	1441962	96
BGIBMGA003276	Bmori_chr_6	2790808	136	PIENAPG00000006444	Pnapi_chr_9	1462020	96
BGIBMGA003277	Bmori_chr_6	2806257	136	PIENAPG00000013236	Pnapi_chr_9	1471708	96
BGIBMGA003278	Bmori_chr_6	2867809	136	PIENAPG00000013441	Pnapi_chr_9	1491558	96
BGIBMGA003279	Bmori_chr_6	2870661	136	PIENAPG00000013441	Pnapi_chr_9	1491558	96
BGIBMGA003280	Bmori_chr_6	2889303	136	PIENAPG00000002305	Pnapi_chr_9	1509640	96
BGIBMGA003281	Bmori_chr_6	2903962	136	PIENAPG00000006020	Pnapi_chr_9	1523871	96
BGIBMGA003282	Bmori_chr_6	2916582	136	PIENAPG00000011267	Pnapi_chr_9	1534270	96
BGIBMGA003285	Bmori_chr_6	2941301	136	PIENAPG00000004045	Pnapi_chr_9	1542539	96
BGIBMGA003286	Bmori_chr_6	2959767	136	PIENAPG00000011568	Pnapi_chr_9	1552162	96
BGIBMGA003287	Bmori_chr_6	3048118	136	PIENAPG00000006358	Pnapi_chr_9	1631519	96
BGIBMGA003288	Bmori_chr_6	3057293	136	PIENAPG00000013553	Pnapi_chr_9	1636274	96
BGIBMGA003289	Bmori_chr_6	3062950	136	PIENAPG00000007355	Pnapi_chr_9	1638706	96
BGIBMGA003291	Bmori_chr_6	3077103	136	PIENAPG00000012618	Pnapi_chr_9	1652959	96
BGIBMGA003292	Bmori_chr_6	3085268	136	PIENAPG00000003809	Pnapi_chr_9	1664537	96
BGIBMGA003293	Bmori_chr_6	3096889	136	PIENAPG00000010073	Pnapi_chr_9	1668015	96
BGIBMGA003294	Bmori_chr_6	3112321	136	PIENAPG00000000600	Pnapi_chr_9	1676162	96
BGIBMGA003298	Bmori_chr_6	3848336	136	PIENAPG00000009670	Pnapi_chr_9	1945823	96
BGIBMGA003305	Bmori_chr_6	4149598	136	PIENAPG00000010898	Pnapi_chr_9	2120129	96
BGIBMGA003306	Bmori_chr_6	4186036	136	PIENAPG00000002662	Pnapi_chr_9	2130828	96
BGIBMGA003331	Bmori_chr_6	4608855	136	PIENAPG00000013277	Pnapi_chr_9	2491984	96
BGIBMGA003334	Bmori_chr_6	4629660	136	PIENAPG00000002009	Pnapi_chr_9	2510566	96
BGIBMGA003336	Bmori_chr_6	4637569	136	PIENAPG00000003029	Pnapi_chr_9	2512319	96
BGIBMGA003337	Bmori_chr_6	4655088	136	PIENAPG00000006524	Pnapi_chr_9	2521574	96
BGIBMGA003338	Bmori_chr_6	4676201	136	PIENAPG00000007164	Pnapi_chr_9	2544151	96
BGIBMGA003342	Bmori_chr_6	4780526	136	PIENAPG00000011505	Pnapi_chr_9	2654319	96
BGIBMGA003343	Bmori_chr_6	4808348	136	PIENAPG00000009116	Pnapi_chr_9	2671163	96
BGIBMGA003344	Bmori_chr_6	4863567	136	PIENAPG00000001447	Pnapi_chr_9	2694061	96
BGIBMGA003345	Bmori_chr_6	4868375	136	PIENAPG00000007936	Pnapi_chr_9	2703809	96
BGIBMGA003346	Bmori_chr_6	4923097	136	PIENAPG00000011329	Pnapi_chr_9	2734729	96
BGIBMGA003349	Bmori_chr_6	4939658	136	PIENAPG00000002850	Pnapi_chr_9	2745482	96
BGIBMGA003351	Bmori_chr_6	4970746	136	PIENAPG00000008796	Pnapi_chr_9	2765342	96
BGIBMGA003353	Bmori_chr_6	4984523	136	PIENAPG00000001283	Pnapi_chr_9	2773614	96
BGIBMGA003355	Bmori_chr_6	5007891	136	PIENAPG00000013496	Pnapi_chr_9	2794606	96
BGIBMGA003356	Bmori_chr_6	5017253	136	PIENAPG00000003248	Pnapi_chr_9	2806067	96
BGIBMGA003357	Bmori_chr_6	5122846	136	PIENAPG00000007862	Pnapi_chr_9	2887423	96
BGIBMGA003362	Bmori_chr_6	5519252	136	PIENAPG00000010243	Pnapi_chr_9	3214838	96
BGIBMGA003363	Bmori_chr_6	5537281	136	PIENAPG00000001682	Pnapi_chr_9	3223883	96
BGIBMGA003368	Bmori_chr_6	5605574	136	PIENAPG00000004050	Pnapi_chr_9	3253374	96
BGIBMGA003369	Bmori_chr_6	5653114	136	PIENAPG00000006208	Pnapi_chr_9	3313548	96
