Marker Chromosome Physical_coordinate_bp genetic_coordinate_cM
16314 Chromosome_17 11035369 2.55
16316 Chromosome_17 11048700 2.55
16317 Chromosome_17 11048753 2.55
16318 Chromosome_17 11048771 2.55
16343 Chromosome_17 11367724 1.82
16345 Chromosome_17 11367768 1.82
16364 Chromosome_17 11648452 1.09
16367 Chromosome_17 11648481 1.09
16388 Chromosome_17 11827448 0.73
16392 Chromosome_17 11840865 0.36
16393 Chromosome_17 11840870 0.00
16400 Chromosome_17 11988637 0.36
16401 Chromosome_17 11988654 1.09
16403 Chromosome_17 12023680 0.00
16404 Chromosome_17 12023681 0.73
16405 Chromosome_17 12023687 0.00
16407 Chromosome_17 12275277 0.00
16439 Chromosome_18 30632 62.33
16440 Chromosome_18 30655 62.33
16441 Chromosome_18 30657 62.33
16442 Chromosome_18 30668 62.33
16445 Chromosome_18 35638 61.96
16451 Chromosome_18 38247 6.22
16472 Chromosome_18 219701 60.50
16478 Chromosome_18 263623 60.86
16480 Chromosome_18 281967 60.86
16481 Chromosome_18 282014 60.86
16488 Chromosome_18 376123 60.86
16490 Chromosome_18 384245 59.77
16491 Chromosome_18 407089 60.86
16495 Chromosome_18 515813 60.14
16496 Chromosome_18 515836 60.86
16497 Chromosome_18 515837 60.86
16498 Chromosome_18 515838 60.14
16499 Chromosome_18 515840 60.14
16500 Chromosome_18 515842 60.14
16501 Chromosome_18 515878 60.14
16507 Chromosome_18 634688 58.30
16519 Chromosome_18 767872 58.30
16521 Chromosome_18 767883 58.30
16526 Chromosome_18 767929 58.30
16535 Chromosome_18 983523 57.94
16540 Chromosome_18 1074537 55.01
16541 Chromosome_18 1074574 55.01
16542 Chromosome_18 1074579 55.01
16546 Chromosome_18 1089583 55.01
16548 Chromosome_18 1097253 55.01
16559 Chromosome_18 1269178 53.91
16570 Chromosome_18 1342127 53.91
16571 Chromosome_18 1342135 53.91
16572 Chromosome_18 1342139 53.91
16575 Chromosome_18 1342186 53.91
16577 Chromosome_18 1395771 53.91
16579 Chromosome_18 1413842 53.91
16580 Chromosome_18 1413860 53.91
16581 Chromosome_18 1413905 53.91
16584 Chromosome_18 1567532 53.54
16585 Chromosome_18 1567533 53.54
16586 Chromosome_18 1567538 53.54
16589 Chromosome_18 1617482 51.72
16598 Chromosome_18 1631298 52.45
16599 Chromosome_18 1631311 51.72
16600 Chromosome_18 1631312 52.45
16601 Chromosome_18 1631313 52.45
16602 Chromosome_18 1631335 52.08
16606 Chromosome_18 1631353 51.72
16607 Chromosome_18 1631361 52.45
16642 Chromosome_18 1761062 51.35
16644 Chromosome_18 1761093 51.35
16645 Chromosome_18 1781848 51.35
16656 Chromosome_18 1904281 50.62
16658 Chromosome_18 1904313 50.62
16659 Chromosome_18 1904364 50.62
16667 Chromosome_18 2056650 50.26
16669 Chromosome_18 2193176 50.26
16670 Chromosome_18 2193242 50.26
16671 Chromosome_18 2193255 50.26
16681 Chromosome_18 2896362 45.81
16682 Chromosome_18 2896368 45.81
16683 Chromosome_18 2896404 45.81
16685 Chromosome_18 3214077 45.08
16686 Chromosome_18 3214084 45.08
16687 Chromosome_18 3214093 45.08
16688 Chromosome_18 3214095 45.08
16689 Chromosome_18 3214098 45.08
16694 Chromosome_18 3297599 45.08
16698 Chromosome_18 3356512 52.08
16712 Chromosome_18 3591666 44.72
16713 Chromosome_18 3591681 44.72
16719 Chromosome_18 3605164 12.44
16720 Chromosome_18 3605177 7.35
16723 Chromosome_18 3605187 50.73
16726 Chromosome_18 3605197 7.35
16730 Chromosome_18 3605215 7.35
16731 Chromosome_18 3605219 12.44
16735 Chromosome_18 3712071 44.72
16758 Chromosome_18 3925059 43.99
16772 Chromosome_18 4067044 40.23
16773 Chromosome_18 4067111 40.23
16777 Chromosome_18 4244973 38.38
16778 Chromosome_18 4244978 38.38
16783 Chromosome_18 4245063 38.38
16790 Chromosome_18 4465371 38.02
16794 Chromosome_18 4712190 37.66
16795 Chromosome_18 4744264 37.66
16798 Chromosome_18 4744278 37.66
16800 Chromosome_18 4744332 37.66
16803 Chromosome_18 4787909 37.66
16804 Chromosome_18 4787955 37.66
16805 Chromosome_18 4792207 37.66
16806 Chromosome_18 4792210 37.66
16807 Chromosome_18 4792236 37.66
16808 Chromosome_18 4792249 37.66
16818 Chromosome_18 5075579 35.43
16819 Chromosome_18 5152375 31.40
16821 Chromosome_18 5152453 31.40
16835 Chromosome_18 5464700 33.59
16836 Chromosome_18 5464730 33.59
16851 Chromosome_18 5470223 32.49
16852 Chromosome_18 5470246 32.49
16858 Chromosome_18 5751457 32.13
16859 Chromosome_18 5751458 32.13
16863 Chromosome_18 5763913 32.13
16869 Chromosome_18 6003898 31.76
16870 Chromosome_18 6009174 31.76
16871 Chromosome_18 6009199 31.76
16873 Chromosome_18 6033547 31.76
16875 Chromosome_18 6049724 31.76
16876 Chromosome_18 6049728 31.76
16937 Chromosome_18 6420626 23.25
16939 Chromosome_18 6420659 23.25
16941 Chromosome_18 6445390 26.62
16950 Chromosome_18 6691828 28.46
16952 Chromosome_18 6691865 28.82
16953 Chromosome_18 6691895 28.82
16954 Chromosome_18 6808804 28.82
16955 Chromosome_18 6808808 28.46
16957 Chromosome_18 6808823 28.82
16958 Chromosome_18 6808844 28.46
16976 Chromosome_18 7143698 29.55
16977 Chromosome_18 7143699 29.55
16978 Chromosome_18 7143703 29.55
16983 Chromosome_18 7369570 31.76
16987 Chromosome_18 7496473 17.90
16993 Chromosome_18 7596351 16.06
16994 Chromosome_18 7607759 16.06
16995 Chromosome_18 7607767 16.06
16996 Chromosome_18 7607774 16.06
17000 Chromosome_18 7607825 16.06
17003 Chromosome_18 7683327 16.06
17005 Chromosome_18 7683375 16.06
17006 Chromosome_18 7846205 15.70
17012 Chromosome_18 8171087 14.23
17017 Chromosome_18 8171106 14.60
17018 Chromosome_18 8171112 14.60
17019 Chromosome_18 8171119 14.60
17020 Chromosome_18 8171123 14.60
17073 Chromosome_18 8278998 14.60
17074 Chromosome_18 8279052 14.60
17079 Chromosome_18 8380415 12.04
17080 Chromosome_18 8380419 12.04
17093 Chromosome_18 8449681 12.04
17094 Chromosome_18 8449696 12.04
17101 Chromosome_18 8674014 11.31
17104 Chromosome_18 8674063 10.58
17106 Chromosome_18 8789979 12.77
17108 Chromosome_18 8790002 12.77
17109 Chromosome_18 8790019 12.77
17114 Chromosome_18 8926021 10.22
17131 Chromosome_18 9212146 9.12
17136 Chromosome_18 9370993 8.02
17160 Chromosome_18 9666540 7.29
17169 Chromosome_18 9817485 6.93
17189 Chromosome_18 10428261 5.83
17190 Chromosome_18 10428262 6.20
17193 Chromosome_18 10428291 5.83
17198 Chromosome_18 10591952 5.83
17199 Chromosome_18 10591972 5.83
17200 Chromosome_18 10631956 5.83
17201 Chromosome_18 10631976 5.83
17202 Chromosome_18 10631983 5.83
17203 Chromosome_18 10631994 5.83
17204 Chromosome_18 10631995 6.20
17205 Chromosome_18 10631996 6.20
17207 Chromosome_18 10632006 5.83
17209 Chromosome_18 10793182 5.47
17210 Chromosome_18 10793219 5.47
17211 Chromosome_18 10793238 6.20
17214 Chromosome_18 10881338 4.37
17215 Chromosome_18 10881340 4.01
17216 Chromosome_18 10881346 4.37
17218 Chromosome_18 10881370 4.37
17219 Chromosome_18 10881383 4.01
17220 Chromosome_18 10881386 4.01
17221 Chromosome_18 10881398 4.01
17222 Chromosome_18 10881402 4.37
17224 Chromosome_18 10909186 3.64
17225 Chromosome_18 10909191 3.64
17226 Chromosome_18 10909198 3.64
17239 Chromosome_18 11028152 3.28
17247 Chromosome_18 11036244 3.64
17248 Chromosome_18 11036261 3.28
17249 Chromosome_18 11036269 3.28
17250 Chromosome_18 11036276 3.64
17251 Chromosome_18 11253204 2.55
17252 Chromosome_18 11253234 2.55
17253 Chromosome_18 11253270 2.55
17254 Chromosome_18 11287669 2.55
17258 Chromosome_18 11352674 2.55
17259 Chromosome_18 11352681 2.55
17261 Chromosome_18 11397750 2.19
17263 Chromosome_18 11397792 2.19
17270 Chromosome_18 11475654 1.46
17271 Chromosome_18 11475667 1.46
17273 Chromosome_18 11475674 1.46
17275 Chromosome_18 11475690 1.46
17280 Chromosome_18 11475706 1.46
17281 Chromosome_18 11475708 1.46
17283 Chromosome_18 11475732 1.46
17287 Chromosome_18 11487708 1.46
17299 Chromosome_18 11608692 1.09
17300 Chromosome_18 11608699 1.09
17303 Chromosome_18 11640551 0.73
17304 Chromosome_18 11640586 0.73
17305 Chromosome_18 11640602 0.73
17307 Chromosome_18 11671004 0.73
17317 Chromosome_18 11793141 0.00
17318 Chromosome_18 11794071 0.00
17322 Chromosome_19 51188 2.94
17323 Chromosome_19 51216 2.94
17324 Chromosome_19 87630 2.94
17325 Chromosome_19 87644 2.94
17327 Chromosome_19 87658 2.94
17335 Chromosome_19 218967 3.30
17337 Chromosome_19 219039 3.30
17353 Chromosome_19 536761 5.90
17356 Chromosome_19 536771 5.90
17357 Chromosome_19 536774 5.90
17361 Chromosome_19 729881 8.10
17362 Chromosome_19 729885 7.74
17419 Chromosome_19 766793 7.74
17428 Chromosome_19 936560 9.95
17430 Chromosome_19 967942 9.95
17441 Chromosome_19 1018934 9.95
17442 Chromosome_19 1165481 11.04
17443 Chromosome_19 1165487 10.68
17444 Chromosome_19 1165493 10.68
17445 Chromosome_19 1165514 10.68
17454 Chromosome_19 1477296 14.03
17455 Chromosome_19 1477299 14.03
17460 Chromosome_19 1509681 14.03
17461 Chromosome_19 1568712 14.03
17464 Chromosome_19 1589564 14.03
17465 Chromosome_19 1589599 14.03
17466 Chromosome_19 1589621 14.03
17471 Chromosome_19 1634774 15.12
17479 Chromosome_19 1818223 15.85
17481 Chromosome_19 1867510 17.94
17484 Chromosome_19 2057354 16.22
17485 Chromosome_19 2100414 18.44
17486 Chromosome_19 2100423 18.44
17487 Chromosome_19 2100430 18.44
17488 Chromosome_19 2100438 18.44
17489 Chromosome_19 2100460 18.44
17490 Chromosome_19 2100462 18.44
17492 Chromosome_19 2100464 20.65
17493 Chromosome_19 2100466 18.44
17495 Chromosome_19 2128895 20.65
17497 Chromosome_19 2128929 20.65
17499 Chromosome_19 2346954 21.38
17501 Chromosome_19 2377488 28.42
17514 Chromosome_19 2380429 62.88
17517 Chromosome_19 2380480 62.88
17524 Chromosome_19 2411698 21.01
17526 Chromosome_19 2529607 21.01
17538 Chromosome_19 2940346 23.98
17539 Chromosome_19 3224937 28.42
17542 Chromosome_19 3273146 28.06
17560 Chromosome_19 3354316 27.33
17561 Chromosome_19 3354338 27.33
17574 Chromosome_19 3437110 26.97
17576 Chromosome_19 3460564 26.97
17583 Chromosome_19 3476629 26.97
17584 Chromosome_19 3476633 26.97
17586 Chromosome_19 3498125 30.65
17587 Chromosome_19 3498137 30.65
17590 Chromosome_19 3498178 30.65
17594 Chromosome_19 3650995 31.38
17595 Chromosome_19 3651012 31.38
17596 Chromosome_19 3832108 32.11
17599 Chromosome_19 3832125 32.11
17600 Chromosome_19 3832126 32.11
17602 Chromosome_19 3832138 32.11
17604 Chromosome_19 3832142 32.11
17605 Chromosome_19 3832158 32.11
17606 Chromosome_19 3832164 32.11
17608 Chromosome_19 3832187 32.11
17622 Chromosome_19 4096038 32.47
17627 Chromosome_20 39811 0.00
17633 Chromosome_20 67052 0.00
17635 Chromosome_20 67057 0.00
17639 Chromosome_20 67123 0.00
17640 Chromosome_20 117248 0.00
17649 Chromosome_20 250130 2.55
17652 Chromosome_20 250147 2.55
17653 Chromosome_20 250154 1.83
17654 Chromosome_20 250155 2.55
17655 Chromosome_20 532177 58.91
17656 Chromosome_20 532186 44.02
17675 Chromosome_20 750928 2.19
17676 Chromosome_20 761525 1.83
17685 Chromosome_20 858970 2.19
17710 Chromosome_20 1320953 3.28
17711 Chromosome_20 1321009 3.28
17718 Chromosome_20 1459947 3.28
17720 Chromosome_20 1459980 3.28
17721 Chromosome_20 1459992 3.28
17740 Chromosome_20 1741616 3.29
17742 Chromosome_20 1741621 8.04
17745 Chromosome_20 2042318 6.63
17746 Chromosome_20 2042322 6.63
17748 Chromosome_20 2042341 6.63
17749 Chromosome_20 2042354 6.63
17750 Chromosome_20 2042357 7.00
17751 Chromosome_20 2042361 6.63
17752 Chromosome_20 2042363 6.63
17764 Chromosome_20 2392181 6.63
17771 Chromosome_20 2464452 6.63
17773 Chromosome_20 2464487 6.63
17776 Chromosome_20 2464528 6.63
17783 Chromosome_20 2780226 9.96
17784 Chromosome_20 2780234 9.96
17785 Chromosome_20 2780260 9.96
17786 Chromosome_20 2780268 9.96
17791 Chromosome_20 2780315 10.33
17804 Chromosome_20 2920771 9.60
17806 Chromosome_20 2920796 9.60
17830 Chromosome_20 3338839 15.91
17831 Chromosome_20 3338840 16.28
17832 Chromosome_20 3338848 15.55
17833 Chromosome_20 3338873 16.28
17834 Chromosome_20 3338881 16.28
17837 Chromosome_20 3482933 15.19
17840 Chromosome_20 3643473 16.64
17842 Chromosome_20 3782412 22.39
17863 Chromosome_20 3812059 22.76
17865 Chromosome_20 3812092 22.76
17893 Chromosome_20 4118477 23.86
17894 Chromosome_20 4118484 23.86
17896 Chromosome_20 4118506 23.86
17897 Chromosome_20 4118519 23.86
17899 Chromosome_20 4118561 23.86
17903 Chromosome_20 4201545 23.86
17904 Chromosome_20 4366173 24.22
17905 Chromosome_20 4366193 23.86
17906 Chromosome_20 4366196 24.22
17907 Chromosome_20 4366201 24.22
17908 Chromosome_20 4366205 24.22
17909 Chromosome_20 4366214 24.58
17910 Chromosome_20 4366216 24.58
17911 Chromosome_20 4366219 24.22
17912 Chromosome_20 4366228 24.22
17913 Chromosome_20 4366243 24.58
17917 Chromosome_20 4438296 23.86
17919 Chromosome_20 4438317 23.86
17922 Chromosome_20 4438355 23.86
18019 Chromosome_20 4593887 25.31
18020 Chromosome_20 4593888 25.31
18021 Chromosome_20 4593889 25.31
18022 Chromosome_20 4593899 26.04
18023 Chromosome_20 4593900 25.31
18024 Chromosome_20 4593901 26.04
18027 Chromosome_20 4593945 25.31
18029 Chromosome_20 4759202 27.14
18030 Chromosome_20 4803233 28.99
18031 Chromosome_20 4803235 28.99
18032 Chromosome_20 4803238 28.99
18034 Chromosome_20 4803255 28.99
18042 Chromosome_20 4981934 30.09
18065 Chromosome_20 5378107 31.19
18066 Chromosome_20 5378162 31.19
18068 Chromosome_20 5408844 31.92
18069 Chromosome_20 5468704 31.92
18072 Chromosome_20 5475105 15.38
18073 Chromosome_20 5475109 27.56
18076 Chromosome_20 5475123 15.38
18077 Chromosome_20 5475124 15.75
18107 Chromosome_20 5883394 36.07
18109 Chromosome_20 6003315 36.43
18110 Chromosome_20 6003317 36.43
18111 Chromosome_20 6003331 36.43
18115 Chromosome_20 6003370 36.43
18116 Chromosome_20 6003373 36.43
18117 Chromosome_20 6003382 36.43
18129 Chromosome_20 6161227 15.02
18130 Chromosome_20 6161231 15.02
18132 Chromosome_20 6161245 15.02
18133 Chromosome_20 6161247 15.02
18142 Chromosome_20 6261177 54.36
18144 Chromosome_20 6261186 51.91
18146 Chromosome_20 6261195 54.36
18151 Chromosome_20 6261221 54.36
18153 Chromosome_20 6261223 51.91
18158 Chromosome_20 6698608 39.42
18159 Chromosome_20 6698616 39.42
18160 Chromosome_20 6698624 39.78
18164 Chromosome_20 6698670 39.42
18165 Chromosome_20 6698671 39.78
18166 Chromosome_20 6811514 48.10
18167 Chromosome_20 6811527 48.10
18183 Chromosome_20 7188979 48.47
18197 Chromosome_20 7447831 49.19
18198 Chromosome_20 7447877 48.83
18199 Chromosome_20 7447888 49.19
18200 Chromosome_20 7447899 49.19
18201 Chromosome_20 7447902 49.19
18202 Chromosome_20 7447913 49.19
18203 Chromosome_20 7447915 49.19
18210 Chromosome_20 7516546 48.83
18216 Chromosome_20 7526493 48.83
18223 Chromosome_20 7539712 48.83
18224 Chromosome_20 7539721 48.83
18239 Chromosome_20 7666948 49.19
18240 Chromosome_20 7666953 48.83
18241 Chromosome_20 7666958 49.19
18242 Chromosome_20 7666962 48.83
18245 Chromosome_20 7667007 48.83
18247 Chromosome_20 7725965 48.83
18252 Chromosome_20 7726035 48.83
18256 Chromosome_20 7908974 48.83
18260 Chromosome_20 7932803 48.83
18267 Chromosome_20 8045604 48.83
18276 Chromosome_20 8332805 51.80
18277 Chromosome_20 8332867 51.80
18283 Chromosome_20 8508153 52.89
18284 Chromosome_20 8508162 53.26
18306 Chromosome_20 8662785 15.51
18307 Chromosome_20 8662796 15.15
18314 Chromosome_20 8960424 54.72
18315 Chromosome_20 8960425 54.72
18317 Chromosome_20 8963597 54.72
18324 Chromosome_20 8983323 54.72
18340 Chromosome_20 9143743 54.72
18347 Chromosome_20 9257852 54.72
18348 Chromosome_20 9257866 54.72
18363 Chromosome_20 9371528 55.08
18364 Chromosome_20 9371540 55.08
18371 Chromosome_20 9521809 55.45
18372 Chromosome_20 9521815 55.08
18373 Chromosome_20 9572993 55.08
18374 Chromosome_20 9573005 55.08
18376 Chromosome_20 9573056 55.08
18381 Chromosome_20 9646782 55.81
18382 Chromosome_20 9646785 55.81
18386 Chromosome_20 9663813 55.81
18389 Chromosome_20 9776729 57.27
18390 Chromosome_20 9776745 57.27
18392 Chromosome_20 9776791 56.90
18394 Chromosome_20 9783547 57.27
18395 Chromosome_20 9783562 56.90
18396 Chromosome_20 9783573 57.27
18400 Chromosome_20 9801022 55.81
18401 Chromosome_20 9801028 55.81
18409 Chromosome_20 9977234 56.18
18411 Chromosome_20 10017416 56.54
18413 Chromosome_20 10017421 56.54
18414 Chromosome_20 10017433 56.54
18420 Chromosome_20 10100730 56.18
18422 Chromosome_20 10108518 56.18
18423 Chromosome_20 10108567 56.18
18424 Chromosome_20 10108573 56.18
18425 Chromosome_20 10108577 56.18
18426 Chromosome_20 10108580 56.18
18427 Chromosome_20 10108592 56.18
18428 Chromosome_20 10108595 56.18
18429 Chromosome_20 10130764 56.54
18430 Chromosome_20 10130812 56.18
18438 Chromosome_20 10190435 13.87
18440 Chromosome_20 10190454 38.56
18443 Chromosome_20 10190473 16.33
18445 Chromosome_20 10190480 38.56
18446 Chromosome_20 10190481 38.56
18448 Chromosome_20 10204349 56.54
18449 Chromosome_20 10204366 56.54
18450 Chromosome_20 10204371 56.54
18454 Chromosome_20 10295476 56.54
18463 Chromosome_20 10448837 47.56
18465 Chromosome_20 10448844 47.56
18466 Chromosome_20 10448849 47.56
18467 Chromosome_20 10448912 47.56
18471 Chromosome_20 10470725 47.56
18473 Chromosome_20 10470744 47.56
18474 Chromosome_20 10470778 47.56
18479 Chromosome_21 193741 0.00
18482 Chromosome_21 203273 0.36
18483 Chromosome_21 255584 0.00
18484 Chromosome_21 255604 0.00
18486 Chromosome_21 255650 0.00
18487 Chromosome_21 255652 0.00
18488 Chromosome_21 267874 0.00
18493 Chromosome_21 337068 0.00
18518 Chromosome_21 811389 1.46
18519 Chromosome_21 811399 1.46
18520 Chromosome_21 821388 1.46
18526 Chromosome_21 850309 1.83
18527 Chromosome_21 850318 1.83
18528 Chromosome_21 850325 1.83
18535 Chromosome_21 850361 1.46
18550 Chromosome_21 950193 31.76
18552 Chromosome_21 1010773 1.46
18554 Chromosome_21 1138671 5.18
18555 Chromosome_21 1138674 5.18
18556 Chromosome_21 1153817 29.36
18557 Chromosome_21 1153827 29.36
18558 Chromosome_21 1153847 29.36
18564 Chromosome_21 1181797 4.81
18568 Chromosome_21 1376362 5.91
18571 Chromosome_21 1768590 7.74
18574 Chromosome_21 2203211 16.16
18586 Chromosome_21 2298833 12.88
18587 Chromosome_21 2319983 13.71
18588 Chromosome_21 2319989 13.71
18589 Chromosome_21 2320012 13.71
18592 Chromosome_21 2320077 13.71
18597 Chromosome_21 2426671 15.55
18599 Chromosome_21 2426718 15.55
18600 Chromosome_21 2426725 15.18
18624 Chromosome_21 3346438 18.92
18626 Chromosome_21 3346476 18.92
18627 Chromosome_21 3346479 19.28
18628 Chromosome_21 3346481 19.28
18629 Chromosome_21 3346482 18.92
18632 Chromosome_21 3346499 19.28
18635 Chromosome_21 3428450 18.92
18638 Chromosome_21 3428465 18.92
18640 Chromosome_21 3428478 18.92
18647 Chromosome_21 3702342 20.38
18649 Chromosome_21 3702367 20.38
18650 Chromosome_21 3702371 20.38
18651 Chromosome_21 3716497 20.38
18652 Chromosome_21 3716498 20.38
18656 Chromosome_21 3773682 11.71
18663 Chromosome_21 3773706 8.77
18675 Chromosome_21 3986925 21.48
18676 Chromosome_21 3986931 21.48
18679 Chromosome_21 3986970 21.48
18685 Chromosome_21 4110538 21.48
18702 Chromosome_21 4553821 21.84
18708 Chromosome_21 4665359 23.68
18709 Chromosome_21 4665368 23.68
18710 Chromosome_21 4665410 23.68
18713 Chromosome_21 4672287 23.68
18714 Chromosome_21 4672293 23.68
18715 Chromosome_21 4672299 23.68
18716 Chromosome_21 4672617 23.68
18720 Chromosome_21 4686734 23.68
18724 Chromosome_21 4705958 23.68
18725 Chromosome_21 4705977 23.68
18736 Chromosome_21 4822748 25.51
18737 Chromosome_21 4822781 25.51
18742 Chromosome_21 4866134 25.15
18746 Chromosome_21 4885887 25.51
18747 Chromosome_21 4885897 25.51
18748 Chromosome_21 4885899 25.51
18749 Chromosome_21 4885910 25.15
18750 Chromosome_21 4885917 25.51
18756 Chromosome_21 5014215 25.15
18757 Chromosome_21 5014229 25.15
18758 Chromosome_21 5014234 26.24
18761 Chromosome_21 5144575 26.61
18762 Chromosome_21 5144590 26.61
18763 Chromosome_21 5144596 26.61
18764 Chromosome_21 5144602 26.61
18765 Chromosome_21 5144608 26.61
18766 Chromosome_21 5144641 26.61
18770 Chromosome_21 5172113 26.61
18772 Chromosome_21 5172137 26.61
18779 Chromosome_21 5369838 26.97
18780 Chromosome_21 5369839 26.97
18781 Chromosome_21 5369840 26.97
18782 Chromosome_21 5369841 26.97
18783 Chromosome_21 5369850 26.97
18796 Chromosome_21 5601205 26.97
18798 Chromosome_21 5601237 26.97
18802 Chromosome_21 5677555 26.97
18804 Chromosome_21 5677572 27.33
18805 Chromosome_21 5677574 27.33
18806 Chromosome_21 5677585 26.97
18810 Chromosome_21 5700756 52.27
18816 Chromosome_21 5856034 28.06
18818 Chromosome_21 5856066 28.06
18820 Chromosome_21 5856087 28.06
18822 Chromosome_21 5862493 28.06
18824 Chromosome_21 5862500 28.06
18828 Chromosome_21 5876912 28.06
18830 Chromosome_21 5876941 28.06
18831 Chromosome_21 5876953 28.06
18833 Chromosome_21 5876987 28.06
18834 Chromosome_21 5876988 28.43
18877 Chromosome_21 6507715 30.64
18879 Chromosome_21 6507732 31.00
18882 Chromosome_21 6507777 30.64
18892 Chromosome_21 6594907 30.64
18893 Chromosome_21 6594925 30.64
18894 Chromosome_21 6594931 30.64
18895 Chromosome_21 6594943 31.00
18896 Chromosome_21 6594949 31.00
18897 Chromosome_21 6594956 31.00
18898 Chromosome_21 6594959 31.00
18900 Chromosome_21 6643870 30.64
18905 Chromosome_21 6644127 14.48
18908 Chromosome_21 6644151 14.48
18917 Chromosome_21 6875061 32.10
18930 Chromosome_21 6946075 33.19
18933 Chromosome_21 6967812 33.19
18936 Chromosome_21 6967831 33.19
18937 Chromosome_21 6967846 32.83
18939 Chromosome_21 7059502 33.56
18940 Chromosome_21 7059511 32.83
18962 Chromosome_21 7156127 34.29
18964 Chromosome_21 7276075 34.29
18966 Chromosome_21 7357931 35.38
18969 Chromosome_21 7357947 35.38
18975 Chromosome_21 7486282 35.38
18978 Chromosome_21 7486316 35.38
18979 Chromosome_21 7486349 35.38
18993 Chromosome_21 7722288 36.48
18994 Chromosome_21 7722289 36.48
18995 Chromosome_21 7722291 36.48
19000 Chromosome_21 7738716 48.10
19002 Chromosome_21 7738722 48.10
19003 Chromosome_21 7738734 48.10
19012 Chromosome_21 7946734 39.07
19013 Chromosome_21 7994580 39.43
19014 Chromosome_21 7994696 39.07
19015 Chromosome_21 8014365 38.71
19016 Chromosome_21 8014368 38.71
19017 Chromosome_21 8035323 39.07
19018 Chromosome_21 8035350 39.43
19019 Chromosome_21 8035374 38.71
19020 Chromosome_21 8163640 39.07
19021 Chromosome_21 8163649 38.71
19022 Chromosome_21 8163658 38.71
19023 Chromosome_21 8163679 38.71
19025 Chromosome_21 8292757 39.80
19030 Chromosome_21 8314505 38.68
19032 Chromosome_21 8314508 38.68
19035 Chromosome_21 8314516 38.68
19048 Chromosome_21 8314552 38.68
19049 Chromosome_21 8425609 41.64
19057 Chromosome_21 8640927 41.64
19082 Chromosome_21 8964581 43.11
19084 Chromosome_21 8964593 43.11
19119 Chromosome_21 9274100 43.48
19121 Chromosome_21 9382547 44.58
19122 Chromosome_21 9382553 44.58
19123 Chromosome_21 9416839 46.77
19124 Chromosome_21 9416849 46.77
19129 Chromosome_21 9416896 46.77
19130 Chromosome_21 9416901 46.77
19131 Chromosome_21 9416903 45.67
19133 Chromosome_21 9416909 46.77
19134 Chromosome_21 9416911 46.77
19135 Chromosome_21 9416917 46.77
19140 Chromosome_21 9580235 48.24
19141 Chromosome_21 9580267 48.24
19152 Chromosome_21 9629178 17.61
19170 Chromosome_21 9793991 47.87
19171 Chromosome_21 9794044 47.87
19172 Chromosome_21 9794056 47.87
19173 Chromosome_21 10018257 48.97
19175 Chromosome_21 10018293 48.97
19188 Chromosome_21 10393974 49.70
19192 Chromosome_21 10544923 49.70
19207 Chromosome_21 10661110 49.70
19208 Chromosome_21 10661112 49.70
19210 Chromosome_21 10661121 49.70
19211 Chromosome_21 10661174 49.70
19243 Chromosome_21 10961107 50.43
19244 Chromosome_21 10961114 50.43
19245 Chromosome_21 10961123 50.43
19246 Chromosome_21 10961124 50.43
19247 Chromosome_21 10961148 50.43
19248 Chromosome_21 11062934 29.78
19252 Chromosome_21 11282902 30.15
19254 Chromosome_21 11282911 30.15
19257 Chromosome_21 11282928 30.15
19265 Chromosome_21 11342469 21.48
19269 Chromosome_21 11412177 30.88
19270 Chromosome_21 11412183 31.24
19271 Chromosome_21 11412189 30.88
19274 Chromosome_21 11469003 54.47
19275 Chromosome_21 11469007 54.47
19276 Chromosome_21 11469013 54.10
19277 Chromosome_21 11469031 54.47
19296 Chromosome_21 11584339 51.88
19315 Chromosome_21 11677352 51.52
19337 Chromosome_21 11779601 51.15
19341 Chromosome_21 11823863 51.15
19342 Chromosome_21 11823880 51.15
19343 Chromosome_21 11823918 51.15
19344 Chromosome_21 11823924 51.15
19351 Chromosome_21 12045743 53.82
19353 Chromosome_21 12045757 0.00
19354 Chromosome_21 12045786 59.71
19355 Chromosome_21 12045801 59.71
19365 Chromosome_21 12228630 51.15
19380 Chromosome_21 12274156 50.79
19381 Chromosome_21 12274180 50.79
19382 Chromosome_21 12274182 50.79
19384 Chromosome_21 12285729 50.79
19393 Chromosome_22 114834 0.00
19404 Chromosome_22 315988 0.00
19412 Chromosome_22 485249 0.00
19414 Chromosome_22 493976 0.00
19415 Chromosome_22 493983 0.00
19416 Chromosome_22 493988 0.00
19417 Chromosome_22 493993 0.00
19418 Chromosome_22 494012 0.00
19419 Chromosome_22 494014 0.00
19420 Chromosome_22 494054 0.00
19421 Chromosome_22 494059 0.00
19428 Chromosome_22 540466 0.00
19433 Chromosome_22 540530 0.00
19445 Chromosome_22 567571 0.00
19446 Chromosome_22 567585 0.00
19447 Chromosome_22 567603 0.00
19448 Chromosome_22 567610 0.00
19449 Chromosome_22 567614 0.00
19450 Chromosome_22 567630 0.00
19451 Chromosome_22 567642 0.00
19452 Chromosome_22 567646 0.00
19453 Chromosome_22 567666 0.00
19455 Chromosome_22 643552 0.36
19456 Chromosome_22 720305 0.73
19457 Chromosome_22 720311 0.73
19458 Chromosome_22 765868 0.73
19460 Chromosome_22 788723 0.73
19462 Chromosome_22 788768 0.73
19464 Chromosome_22 910085 0.36
